product_id,name,category,subcategory,unit_price,unit_cost,supplier_code,stock,created_at,active
940,Fellowes Presentation Covers for Comb Binding Machines,Office Supplies,Binders,14.55,10.19,SUP-OFF,203,2014-05-27,1
941,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Office Supplies,Art,21.98,15.39,SUP-OFF,102,2017-10-15,1
942,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Office Supplies,Appliances,19.9,13.93,SUP-OFF,474,2014-02-16,1
943,"SAFCO Commercial Wire Shelving, Black",Office Supplies,Storage,138.14,96.7,SUP-OFF,71,2016-05-16,1
944,Tensor Computer Mounted Lamp,Furniture,Furnishings,14.89,10.42,SUP-FUR,231,2017-03-31,1
945,Polycom SoundPoint IP 450 VoIP phone,Technology,Phones,225.86,158.1,SUP-TEC,126,2017-03-31,1
946,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",Office Supplies,Paper,9.38,6.57,SUP-OFF,67,2017-03-31,1
947,Cisco CP-7937G Unified IP Conference Station Phone,Technology,Machines,695.7,486.99,SUP-TEC,364,2017-01-02,1
948,Boston 16701 Slimline Battery Pencil Sharpener,Office Supplies,Art,15.94,11.16,SUP-OFF,295,2015-05-28,1
949,Avery 494,Office Supplies,Labels,2.61,1.83,SUP-OFF,246,2015-05-28,1
950,"Memo Book, 100 Message Capacity, 5 3/8 x 11",Office Supplies,Paper,6.74,4.72,SUP-OFF,379,2014-03-17,1
951,Newell 35,Office Supplies,Art,3.28,2.3,SUP-OFF,458,2014-03-17,1
952,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Office Supplies,Binders,5.34,3.74,SUP-OFF,319,2014-03-17,1
953,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Office Supplies,Binders,5.98,4.19,SUP-OFF,177,2014-03-17,1
954,Hanging Personal Folder File,Office Supplies,Storage,15.7,10.99,SUP-OFF,298,2016-03-28,1
955,Xerox 1909,Office Supplies,Paper,26.38,18.47,SUP-OFF,213,2016-05-05,1
956,"Leather Task Chair, Black",Furniture,Chairs,90.98,63.69,SUP-FUR,386,2014-09-26,1
957,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Office Supplies,Paper,7.4,5.18,SUP-OFF,212,2017-10-19,1
958,Digium D40 VoIP phone,Technology,Phones,128.99,90.29,SUP-TEC,462,2017-10-19,1
959,DYMO CardScan Personal V9 Business Card Scanner,Technology,Machines,159.99,111.99,SUP-TEC,338,2017-11-10,1
960,Case Logic 2.4GHz Wireless Keyboard,Technology,Accessories,49.99,34.99,SUP-TEC,146,2017-11-10,1
961,Logitech Desktop MK120 Mouse and keyboard Combo,Technology,Accessories,16.36,11.45,SUP-TEC,162,2017-03-07,1
962,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Office Supplies,Binders,5.34,3.74,SUP-OFF,224,2014-04-01,1
963,"Lesro Round Back Collection Coffee Table, End Table",Furniture,Tables,182.55,127.78,SUP-FUR,417,2015-09-14,1
964,Hoover WindTunnel Plus Canister Vacuum,Office Supplies,Appliances,363.25,254.27,SUP-OFF,482,2014-08-04,1
965,Xerox 1934,Office Supplies,Paper,55.98,39.19,SUP-OFF,125,2014-08-04,1
966,Newell 329,Office Supplies,Art,3.28,2.3,SUP-OFF,350,2014-08-04,1
967,Panasonic KX T7731-B Digital phone,Technology,Phones,99.99,69.99,SUP-TEC,410,2014-08-04,1
968,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Office Supplies,Storage,31.78,22.25,SUP-OFF,122,2014-08-04,1
969,White Computer Printout Paper by Universal,Office Supplies,Paper,38.76,27.13,SUP-OFF,130,2016-02-05,1
970,Revere Boxed Rubber Bands by Revere,Office Supplies,Fasteners,1.89,1.32,SUP-OFF,424,2016-02-05,1
971,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Envelopes,83.98,58.79,SUP-OFF,273,2016-02-05,1
972,"Bevis Oval Conference Table, Walnut",Furniture,Tables,260.98,182.69,SUP-FUR,364,2017-10-09,1
973,Hon 61000 Series Interactive Training Tables,Furniture,Tables,44.43,31.1,SUP-FUR,390,2017-10-09,1
974,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",Office Supplies,Binders,5.38,3.77,SUP-OFF,351,2016-11-24,1
975,Xerox 217,Office Supplies,Paper,6.48,4.54,SUP-OFF,425,2016-11-24,1
976,"Bush Andora Conference Table, Maple/Graphite Gray Finish",Furniture,Tables,170.98,119.69,SUP-FUR,485,2016-04-19,1
977,Xerox 189,Office Supplies,Paper,104.85,73.39,SUP-OFF,143,2016-04-19,1
978,KI Adjustable-Height Table,Furniture,Tables,85.98,60.19,SUP-FUR,464,2014-04-06,1
979,Panasonic KP-150 Electric Pencil Sharpener,Office Supplies,Art,37.74,26.42,SUP-OFF,363,2016-09-02,1
980,GBC Recycled Regency Composition Covers,Office Supplies,Binders,59.78,41.85,SUP-OFF,95,2014-06-30,1
981,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Furniture,Furnishings,12.58,8.81,SUP-FUR,247,2017-01-28,1
982,ShoreTel ShorePhone IP 230 VoIP phone,Technology,Phones,168.99,118.29,SUP-TEC,274,2015-09-21,1
983,Petty Cash Envelope,Office Supplies,Paper,26.96,18.87,SUP-OFF,229,2015-09-26,1
984,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Office Supplies,Appliances,37.92,26.54,SUP-OFF,383,2015-09-26,1
985,Samsung Rugby III,Technology,Phones,65.99,46.19,SUP-TEC,438,2015-09-26,1
986,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Office Supplies,Binders,7.45,5.21,SUP-OFF,200,2015-10-31,1
987,Canvas Sectional Post Binders,Office Supplies,Binders,25.46,17.82,SUP-OFF,103,2014-12-19,1
988,Strathmore Photo Mount Cards,Office Supplies,Paper,6.78,4.75,SUP-OFF,242,2016-12-26,1
989,Xerox 203,Office Supplies,Paper,6.48,4.54,SUP-OFF,330,2017-06-20,1
990,Plantronics Audio 995 Wireless Stereo Headset,Technology,Accessories,109.95,76.97,SUP-TEC,270,2015-10-15,1
991,Storex Dura Pro Binders,Office Supplies,Binders,5.94,4.16,SUP-OFF,272,2017-04-12,1
992,Xerox 1948,Office Supplies,Paper,9.99,6.99,SUP-OFF,219,2017-04-12,1
993,Global Super Steno Chair,Furniture,Chairs,95.98,67.19,SUP-FUR,370,2017-06-13,1
994,OtterBox Defender Series Case - Samsung Galaxy S4,Technology,Phones,29.99,20.99,SUP-TEC,357,2017-06-13,1
995,Wilson Jones Suede Grain Vinyl Binders,Office Supplies,Binders,2.78,1.95,SUP-OFF,295,2014-04-23,1
996,OtterBox Defender Series Case - iPhone 5c,Technology,Phones,36.98,25.89,SUP-TEC,155,2015-05-01,1
997,Wilson Jones DublLock D-Ring Binders,Office Supplies,Binders,6.75,4.72,SUP-OFF,91,2015-07-19,1
998,Surelock Post Binders,Office Supplies,Binders,30.56,21.39,SUP-OFF,245,2016-11-26,1
999,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,Technology,Machines,380.0,266.0,SUP-TEC,239,2016-11-26,1
1000,Ibico Plastic Spiral Binding Combs,Office Supplies,Binders,30.4,21.28,SUP-OFF,145,2017-06-12,1
1001,"Iceberg OfficeWorks 42"" Round Tables",Furniture,Tables,150.98,105.69,SUP-FUR,478,2017-06-12,1
1002,DAX Wood Document Frame,Furniture,Furnishings,13.73,9.61,SUP-FUR,463,2014-05-04,1
1003,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Office Supplies,Binders,34.64,24.25,SUP-OFF,351,2015-12-01,1
1004,Global Executive Mid-Back Manager's Chair,Furniture,Chairs,290.98,203.69,SUP-FUR,459,2017-12-09,1
1005,Xerox 1946,Office Supplies,Paper,6.48,4.54,SUP-OFF,125,2017-12-09,1
1006,Newell 320,Office Supplies,Art,4.28,3.0,SUP-OFF,111,2015-09-24,1
1007,"Eldon Image Series Desk Accessories, Burgundy",Furniture,Furnishings,4.18,2.93,SUP-FUR,90,2015-12-01,1
1008,Newell 340,Office Supplies,Art,2.88,2.02,SUP-OFF,471,2016-11-19,1
1009,Avery 506,Office Supplies,Labels,4.13,2.89,SUP-OFF,463,2017-03-19,1
1010,Xerox 192,Office Supplies,Paper,6.48,4.54,SUP-OFF,369,2016-12-02,1
1011,HP Office Recycled Paper (20Lb. and 87 Bright),Office Supplies,Paper,5.78,4.05,SUP-OFF,264,2016-12-02,1
1012,X-Rack File for Hanging Folders,Office Supplies,Storage,11.29,7.9,SUP-OFF,107,2016-12-02,1
1013,Xerox 199,Office Supplies,Paper,4.28,3.0,SUP-OFF,340,2017-08-25,1
1014,WD My Passport Ultra 500GB Portable External Hard Drive,Technology,Accessories,59.0,41.3,SUP-TEC,351,2016-10-14,1
1015,Staples,Office Supplies,Fasteners,1.88,1.32,SUP-OFF,104,2014-11-27,1
1016,Cisco IP Phone 7961G-GE VoIP phone,Technology,Phones,216.58,151.61,SUP-TEC,185,2015-11-03,1
1017,Logitech Trackman Marble Mouse,Technology,Accessories,29.99,20.99,SUP-TEC,138,2015-11-03,1
1018,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Office Supplies,Paper,5.88,4.12,SUP-OFF,500,2017-11-24,1
1019,Acco Perma 3000 Stacking Storage Drawers,Office Supplies,Storage,20.98,14.69,SUP-OFF,430,2017-09-04,1
1020,Xerox 197,Office Supplies,Paper,30.98,21.69,SUP-OFF,263,2017-11-12,1
1021,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Technology,Phones,20.95,14.66,SUP-TEC,359,2016-11-24,1
1022,Hon 2111 Invitation Series Corner Table,Furniture,Tables,209.37,146.56,SUP-FUR,314,2015-08-01,1
1023,Lexmark X 9575 Professional All-in-One Color Printer,Technology,Machines,99.0,69.3,SUP-TEC,209,2016-09-17,1
1024,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,Binders,11.5,8.05,SUP-OFF,119,2017-12-10,1
1025,Newell 325,Office Supplies,Art,4.13,2.89,SUP-OFF,354,2017-04-16,1
1026,Xerox 1970,Office Supplies,Paper,4.98,3.49,SUP-OFF,96,2015-12-06,1
1027,12 Colored Short Pencils,Office Supplies,Art,2.6,1.82,SUP-OFF,195,2016-07-22,1
1028,"Master Caster Door Stop, Large Neon Orange",Furniture,Furnishings,7.28,5.1,SUP-FUR,133,2016-07-22,1
1029,Rubber Band Ball,Office Supplies,Fasteners,3.74,2.62,SUP-OFF,487,2015-11-07,1
1030,Loose Memo Sheets,Office Supplies,Paper,3.65,2.55,SUP-OFF,488,2015-11-07,1
1031,Xerox 1988,Office Supplies,Paper,30.98,21.69,SUP-OFF,163,2015-03-26,1
1032,"Neat Ideas Personal Hanging Folder Files, Black",Office Supplies,Storage,13.43,9.4,SUP-OFF,155,2017-08-31,1
1033,Belkin OmniView SE Rackmount Kit,Office Supplies,Storage,35.48,24.84,SUP-OFF,312,2016-12-04,1
1034,"Rogers Jumbo File, Granite",Office Supplies,Storage,13.58,9.51,SUP-OFF,460,2016-10-29,1
1035,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Office Supplies,Appliances,3.89,2.72,SUP-OFF,413,2016-10-29,1
1036,Eldon Wave Desk Accessories,Furniture,Furnishings,2.08,1.46,SUP-FUR,161,2014-03-11,1
1037,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Office Supplies,Storage,16.91,11.84,SUP-OFF,202,2015-11-23,1
1038,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Office Supplies,Appliances,7.77,5.44,SUP-OFF,82,2017-11-13,1
1039,Avery 481,Office Supplies,Labels,3.08,2.16,SUP-OFF,383,2014-05-03,1
1040,Newell 310,Office Supplies,Art,1.76,1.23,SUP-OFF,398,2015-02-06,1
1041,Staple envelope,Office Supplies,Envelopes,11.68,8.18,SUP-OFF,427,2016-05-09,1
1042,Newell 319,Office Supplies,Art,19.84,13.89,SUP-OFF,415,2016-05-09,1
1043,Avery 518,Office Supplies,Labels,3.15,2.2,SUP-OFF,480,2014-04-04,1
1044,Sensible Storage WireTech Storage Systems,Office Supplies,Storage,70.98,49.69,SUP-OFF,431,2014-03-04,1
1045,Kingston Digital DataTraveler 16GB USB 2.0,Technology,Accessories,8.95,6.26,SUP-TEC,349,2015-11-29,1
1046,GBC Imprintable Covers,Office Supplies,Binders,10.98,7.69,SUP-OFF,374,2015-11-29,1
1047,Newell 347,Office Supplies,Art,4.28,3.0,SUP-OFF,86,2017-11-26,1
1048,Pastel Pink Envelopes,Office Supplies,Envelopes,7.28,5.1,SUP-OFF,398,2014-11-23,1
1049,Belkin F8E887 USB Wired Ergonomic Keyboard,Technology,Accessories,29.99,20.99,SUP-TEC,245,2014-11-23,1
1050,ARKON Windshield Dashboard Air Vent Car Mount Holder,Technology,Phones,16.95,11.86,SUP-TEC,321,2014-12-15,1
1051,Xerox 1949,Office Supplies,Paper,4.98,3.49,SUP-OFF,142,2016-05-23,1
1052,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Office Supplies,Appliances,56.96,39.87,SUP-OFF,220,2016-02-27,1
1053,Xerox 1886,Office Supplies,Paper,47.9,33.53,SUP-OFF,281,2015-08-09,1
1054,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Office Supplies,Fasteners,3.55,2.48,SUP-OFF,190,2015-08-09,1
1055,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Office Supplies,Art,5.98,4.19,SUP-OFF,300,2016-04-15,1
1056,Pyle PRT45 Retro Home Telephone,Technology,Phones,62.99,44.09,SUP-TEC,269,2015-06-23,1
1057,Spiral Phone Message Books with Labels by Adams,Office Supplies,Paper,4.48,3.14,SUP-OFF,241,2014-10-19,1
1058,Sauder Inglewood Library Bookcases,Furniture,Bookcases,170.98,119.69,SUP-FUR,437,2015-03-24,1
1059,Xerox 1901,Office Supplies,Paper,5.28,3.7,SUP-OFF,102,2017-11-19,1
1060,Acme Elite Stainless Steel Scissors,Office Supplies,Supplies,8.34,5.84,SUP-OFF,206,2017-11-19,1
1061,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Furniture,Furnishings,105.98,74.19,SUP-FUR,135,2016-05-08,1
1062,Prang Drawing Pencil Set,Office Supplies,Art,2.78,1.95,SUP-OFF,202,2016-12-11,1
1063,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,25.99,18.19,SUP-OFF,316,2017-11-30,1
1064,Newell 307,Office Supplies,Art,1.82,1.27,SUP-OFF,118,2016-04-19,1
1065,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Office Supplies,Art,14.64,10.25,SUP-OFF,225,2016-04-19,1
1066,Avery Binder Labels,Office Supplies,Binders,3.89,2.72,SUP-OFF,300,2016-04-19,1
1067,VTech DS6151,Technology,Phones,125.99,88.19,SUP-TEC,166,2014-05-26,1
1068,V7 USB Numeric Keypad,Technology,Accessories,34.99,24.49,SUP-TEC,158,2016-03-15,1
1069,Peel-Off China Markers,Office Supplies,Art,9.93,6.95,SUP-OFF,237,2015-08-10,1
1070,Acco Perma 2700 Stacking Storage Drawers,Office Supplies,Storage,29.74,20.82,SUP-OFF,414,2016-09-10,1
1071,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Office Supplies,Paper,6.69,4.68,SUP-OFF,242,2016-09-10,1
1072,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,Furnishings,99.23,69.46,SUP-FUR,498,2017-07-08,1
1073,Micro Innovations USB RF Wireless Keyboard with Mouse,Technology,Accessories,25.0,17.5,SUP-TEC,388,2017-07-08,1
1074,"Stacking Tray, Side-Loading, Legal, Smoke",Furniture,Furnishings,4.48,3.14,SUP-FUR,405,2017-06-21,1
1075,Smead Adjustable Mobile File Trolley with Lockable Top,Office Supplies,Storage,419.19,293.43,SUP-OFF,204,2016-05-08,1
1076,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Technology,Phones,136.98,95.89,SUP-TEC,103,2014-11-26,1
1077,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Office Supplies,Paper,6.48,4.54,SUP-OFF,311,2016-05-26,1
1078,Canon PC940 Copier,Technology,Copiers,449.99,314.99,SUP-TEC,70,2015-03-19,1
1079,Multicolor Computer Printout Paper,Office Supplies,Paper,104.85,73.39,SUP-OFF,330,2015-03-19,1
1080,"Brites Rubber Bands, 1 1/2 oz. Box",Office Supplies,Fasteners,1.98,1.39,SUP-OFF,402,2015-11-01,1
1081,Catalog Binders with Expanding Posts,Office Supplies,Binders,67.28,47.1,SUP-OFF,296,2015-09-26,1
1082,Grandstream GXP2100 Mainstream Business Phone,Technology,Phones,76.49,53.54,SUP-TEC,56,2015-09-26,1
1083,Xerox 1940,Office Supplies,Paper,54.96,38.47,SUP-OFF,393,2014-08-29,1
1084,Xerox 1986,Office Supplies,Paper,6.68,4.68,SUP-OFF,96,2014-08-29,1
1085,Binder Clips by OIC,Office Supplies,Fasteners,1.48,1.04,SUP-OFF,283,2017-11-18,1
1086,"Wilson Jones 1"" Hanging DublLock Ring Binders",Office Supplies,Binders,5.28,3.7,SUP-OFF,201,2017-11-18,1
1087,RCA Visys Integrated PBX 8-Line Router,Technology,Phones,66.99,46.89,SUP-TEC,101,2017-01-20,1
1088,GBC VeloBind Cover Sets,Office Supplies,Binders,15.44,10.81,SUP-OFF,120,2017-04-30,1
1089,Colored Push Pins,Office Supplies,Fasteners,1.81,1.27,SUP-OFF,425,2016-11-24,1
1090,Logitech G105 Gaming Keyboard,Technology,Accessories,59.37,41.56,SUP-TEC,97,2016-11-24,1
1091,Xerox 1925,Office Supplies,Paper,30.98,21.69,SUP-OFF,240,2016-11-24,1
1092,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Technology,Phones,6.95,4.87,SUP-TEC,255,2017-10-19,1
1093,DAX Natural Wood-Tone Poster Frame,Furniture,Furnishings,26.48,18.54,SUP-FUR,500,2014-09-07,1
1094,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Technology,Machines,332.95,233.06,SUP-TEC,479,2014-09-07,1
1095,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",Office Supplies,Appliances,62.05,43.43,SUP-OFF,183,2017-04-24,1
1096,GBC ProClick Spines for 32-Hole Punch,Office Supplies,Binders,12.53,8.77,SUP-OFF,410,2017-04-24,1
1097,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,Technology,Accessories,8.51,5.96,SUP-TEC,396,2016-06-26,1
1098,Memorex Micro Travel Drive 16 GB,Technology,Accessories,15.99,11.19,SUP-TEC,479,2015-09-25,1
1099,Avery 497,Office Supplies,Labels,3.08,2.16,SUP-OFF,130,2015-12-27,1
1100,Staples,Office Supplies,Fasteners,2.47,1.73,SUP-OFF,88,2014-02-02,1
1101,Avery 500,Office Supplies,Labels,7.31,5.12,SUP-OFF,170,2017-10-30,1
1102,"""While you Were Out"" Message Book, One Form per Page",Office Supplies,Paper,3.71,2.6,SUP-OFF,305,2017-10-30,1
1103,Rediform Voice Mail Log Books,Office Supplies,Paper,2.98,2.09,SUP-OFF,278,2015-01-30,1
1104,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Furniture,Bookcases,180.98,126.69,SUP-FUR,102,2017-10-07,1
1105,Nu-Dell Float Frame 11 x 14 1/2,Furniture,Furnishings,8.98,6.29,SUP-FUR,366,2016-05-19,1
1106,Logitech G600 MMO Gaming Mouse,Technology,Accessories,79.99,55.99,SUP-TEC,310,2015-12-20,1
1107,"Sauder Facets Collection Library, Sky Alder Finish",Furniture,Bookcases,170.98,119.69,SUP-FUR,337,2015-12-20,1
1108,Avanti 4.4 Cu. Ft. Refrigerator,Office Supplies,Appliances,180.98,126.69,SUP-OFF,155,2015-12-19,1
1109,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Office Supplies,Appliances,2.22,1.55,SUP-OFF,224,2015-12-19,1
1110,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,Office Supplies,Appliances,27.76,19.43,SUP-OFF,236,2015-12-19,1
1111,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Furniture,Tables,349.45,244.61,SUP-FUR,472,2017-04-29,1
1112,White GlueTop Scratch Pads,Office Supplies,Paper,15.04,10.53,SUP-OFF,416,2014-09-28,1
1113,Holmes HEPA Air Purifier,Office Supplies,Appliances,21.78,15.25,SUP-OFF,438,2017-07-29,1
1114,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",Technology,Accessories,25.89,18.12,SUP-TEC,374,2015-09-03,1
1115,Xerox 231,Office Supplies,Paper,6.48,4.54,SUP-OFF,134,2017-10-30,1
1116,Easy-staple paper,Office Supplies,Paper,4.28,3.0,SUP-OFF,362,2016-08-13,1
1117,Hon 2111 Invitation Series Straight Table,Furniture,Tables,147.83,103.48,SUP-FUR,450,2015-11-22,1
1118,Xerox 1962,Office Supplies,Paper,4.28,3.0,SUP-OFF,280,2017-12-02,1
1119,Wilson Electronics DB Pro Signal Booster,Technology,Phones,358.0,250.6,SUP-TEC,308,2015-12-08,1
1120,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Furniture,Bookcases,120.98,84.69,SUP-FUR,140,2015-09-05,1
1121,"DXL Angle-View Binders with Locking Rings, Black",Office Supplies,Binders,5.99,4.19,SUP-OFF,424,2015-09-05,1
1122,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Bookcases,114.98,80.49,SUP-FUR,467,2015-09-05,1
1123,Advantus Panel Wall Certificate Holder - 8.5x11,Furniture,Furnishings,12.2,8.54,SUP-FUR,308,2016-08-04,1
1124,Avery 478,Office Supplies,Labels,4.91,3.44,SUP-OFF,246,2016-08-04,1
1125,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Office Supplies,Binders,10.43,7.3,SUP-OFF,408,2014-04-28,1
1126,Recycled Steel Personal File for Standard File Folders,Office Supplies,Storage,55.29,38.7,SUP-OFF,481,2014-04-28,1
1127,Blackstonian Pencils,Office Supplies,Art,2.67,1.87,SUP-OFF,409,2014-04-28,1
1128,Xerox 1919,Office Supplies,Paper,40.99,28.69,SUP-OFF,330,2015-11-24,1
1129,Tops Wirebound Message Log Books,Office Supplies,Paper,3.29,2.3,SUP-OFF,152,2015-07-09,1
1130,AT&T CL82213,Technology,Phones,28.99,20.29,SUP-TEC,307,2017-09-22,1
1131,Maxell LTO Ultrium - 800 GB,Technology,Accessories,27.99,19.59,SUP-TEC,342,2015-02-15,1
1132,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Chairs,350.98,245.69,SUP-FUR,395,2014-12-01,1
1133,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Office Supplies,Art,11.66,8.16,SUP-OFF,323,2014-12-01,1
1134,GE 30522EE2,Technology,Phones,115.99,81.19,SUP-TEC,399,2017-08-27,1
1135,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",Office Supplies,Paper,22.48,15.74,SUP-OFF,66,2016-08-08,1
1136,Logitech Wireless Marathon Mouse M705,Technology,Accessories,49.99,34.99,SUP-TEC,395,2017-09-22,1
1137,Mediabridge Sport Armband iPhone 5s,Technology,Phones,9.99,6.99,SUP-TEC,164,2016-02-11,1
1138,DAX Cubicle Frames - 8x10,Furniture,Furnishings,5.77,4.04,SUP-FUR,245,2016-10-23,1
1139,Xerox 1929,Office Supplies,Paper,22.84,15.99,SUP-OFF,400,2016-10-23,1
1140,Avery 501,Office Supplies,Labels,3.69,2.58,SUP-OFF,374,2015-06-04,1
1141,Avery 513,Office Supplies,Labels,4.98,3.49,SUP-OFF,238,2015-12-13,1
1142,Harmony Air Purifier,Office Supplies,Appliances,189.0,132.3,SUP-OFF,428,2014-05-25,1
1143,"Electrix Incandescent Magnifying Lamp, Black",Furniture,Furnishings,36.65,25.65,SUP-FUR,399,2014-05-25,1
1144,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Office Supplies,Appliances,76.72,53.7,SUP-OFF,88,2016-02-16,1
1145,"Global Stack Chair with Arms, Black",Furniture,Chairs,29.98,20.99,SUP-FUR,313,2016-02-16,1
1146,Xerox 206,Office Supplies,Paper,6.48,4.54,SUP-OFF,111,2016-02-16,1
1147,"Seth Thomas 14"" Day/Date Wall Clock",Furniture,Furnishings,28.48,19.94,SUP-FUR,192,2016-12-22,1
1148,Samsung Galaxy S4 Mini,Technology,Phones,469.99,328.99,SUP-TEC,334,2016-02-08,1
1149,Apple iPhone 5,Technology,Phones,649.83,454.88,SUP-TEC,215,2014-05-18,1
1150,Polycom VVX 310 VoIP phone,Technology,Phones,179.99,125.99,SUP-TEC,370,2017-10-21,1
1151,Bady BDG101FRU Card Printer,Technology,Machines,799.99,559.99,SUP-TEC,343,2017-08-01,1
1152,Xerox 1998,Office Supplies,Paper,6.48,4.54,SUP-OFF,451,2017-08-01,1
1153,Honeywell Quietcare HEPA Air Cleaner,Office Supplies,Appliances,78.65,55.05,SUP-OFF,256,2014-08-01,1
1154,Hon Olson Stacker Stools,Furniture,Chairs,140.81,98.57,SUP-FUR,97,2016-07-18,1
1155,"Dana Fluorescent Magnifying Lamp, White, 36""",Furniture,Furnishings,50.98,35.69,SUP-FUR,435,2015-02-09,1
1156,Flat Face Poster Frame,Furniture,Furnishings,18.84,13.19,SUP-FUR,378,2017-01-12,1
1157,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Storage,34.76,24.33,SUP-OFF,174,2015-07-20,1
1158,Xerox 1981,Office Supplies,Paper,5.28,3.7,SUP-OFF,214,2015-07-20,1
1159,Tops White Computer Printout Paper,Office Supplies,Paper,48.91,34.24,SUP-OFF,245,2015-07-20,1
1160,Staples in misc. colors,Office Supplies,Art,4.84,3.39,SUP-OFF,457,2014-06-13,1
1161,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Office Supplies,Binders,42.8,29.96,SUP-OFF,62,2017-05-12,1
1162,Classic Ivory Antique Telephone ZL1810,Technology,Phones,100.49,70.34,SUP-TEC,241,2015-09-03,1
1163,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Furniture,Bookcases,160.98,112.69,SUP-FUR,313,2017-03-26,1
1164,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Furniture,Furnishings,10.4,7.28,SUP-FUR,325,2016-10-13,1
1165,Jabra SPEAK 410 Multidevice Speakerphone,Technology,Phones,205.99,144.19,SUP-TEC,323,2017-11-12,1
1166,Xerox 211,Office Supplies,Paper,6.48,4.54,SUP-OFF,446,2015-06-25,1
1167,Tennsco Industrial Shelving,Office Supplies,Storage,48.91,34.24,SUP-OFF,267,2015-06-25,1
1168,Newell 334,Office Supplies,Art,19.84,13.89,SUP-OFF,474,2014-07-21,1
1169,"Hon 30"" x 60"" Table with Locking Drawer",Furniture,Tables,341.06,238.74,SUP-FUR,62,2014-07-21,1
1170,Safco Drafting Table,Furniture,Tables,70.98,49.69,SUP-FUR,285,2017-11-21,1
1171,Staple envelope,Office Supplies,Envelopes,9.78,6.85,SUP-OFF,53,2015-03-05,1
1172,Avery 510,Office Supplies,Labels,3.75,2.62,SUP-OFF,349,2017-01-19,1
